,class,text,text_trat
1199,0,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",al moan thin goes wrong fault&al de arguments fault&fed himso bother ? hav 2go thanx xx
1200,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,neft transaction reference number &lt ; #&gt ; rs &lt ; decimal&gt ; credited beneficiary account &lt ; #&gt ; &lt ; time&gt ; : &lt ; #&gt ;
1201,0,Otherwise had part time job na-tuition..,otherwise part time job na - tuition
1202,0,I know she called me,know called
1203,0,"Me also da, i feel yesterday night  wait til 2day night dear.",also da feel yesterday night wait til 2day night dear
1204,0,Thanks for understanding. I've been trying to tell sura that.,thanks understanding i've trying tell sura
1205,1,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,win year supply cds store choice worth £ 500 & enter £ 100 weekly draw txt music 87066 ts&cs www ldew com subs16+1win150ppmx3
1206,0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,whole car appreciated last two ! dad map reading semi argument apart things going ok
1207,1,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",sim subscriber selected receive bonus ! get delivered door txt word ok : 88600 claim 150p/msg exp 30apr
1208,0,I need you to be in my strong arms...,need strong arms
1209,0,Also maaaan are you missing out,also maaaan missing
1210,0,His bday real is in april .,bday real april
1211,0,Guessin you ain't gonna be here before 9?,guessin ain't gonna 9 ?
1212,0,Ok then i will come to ur home after half an hour,ok come home half hour
1213,0,"Yo, the game almost over? Want to go to walmart soon",yo game almost ? want go walmart soon
1214,0,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",yeah probably sure ilol let know personally wuldnt bother goin mite well ! !
1215,0,I'll text now! All creepy like so he won't think that we forgot,i'll text ! creepy like think forgot
1216,0,"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",would good … i'll phone tomo lunchtime shall organise something ?
1217,1,You have 1 new voicemail. Please call 08719181513.,1 new voicemail please call 08719181513
1218,0,"Damn, can you make it tonight or do you want to just wait til tomorrow",damn make tonight want wait til tomorrow
1219,0,K..k..i'm also fine:)when will you complete the course?,also fine : complete course ?
1220,0,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",true passable get high score apply phd get 5years salary makes life easier
1221,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 nokia tone mob every week ! txt nok 87021 1st tone free ! get txtin tell friends 150p/tone 16 reply hl 4info
1222,0,Prakesh is there know.,prakesh know
1223,0,Teach me apps da. When you come to college.,teach apps da come college
1224,0,Rofl betta invest in some  anti aging products,rofl betta invest anti aging products
1225,1,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner specially selected receive £ 1000 cash 4* holiday flights inc speak live operator claim 0871277810810
1226,0,"sir, you will receive the account no another 1hr time. Sorry for the delay.",sir receive account another 1hr time sorry delay
1227,1,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,reply name address receive post weeks completely free accommodation various global locations www phb1 com ph : 08700435505150p
1228,0,So ü'll be submitting da project tmr rite?,ü'll submitting da project tmr rite ?
1229,1,FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,free entry £ 250 weekly comp send word enter 84128 18 t&c www textcomp com cust care 08712405020
1230,0,Jus ans me lar. U'll noe later.,jus ans lar u'll noe later
1231,0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,want send something sell fast &lt ; #&gt ; easy money
1232,0,have got * few things to do. may be in * pub later.,got * things may * pub later
1233,0,1's finish meeting call me.,1's finish meeting call
1234,0,Lol ok. I'll snatch her purse too.,lol ok i'll snatch purse
1235,0,Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx,hello - / @ drivby - : 0quit edrunk sorry iff pthis makes senrd - dnot ^ dancce drum basq ! ihave fun 2nhite ros xxxxxxx
1236,0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion ? 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
1237,0,How much are we getting?,much getting ?
1238,0,Is ur paper in e morn or aft tmr?,paper morn aft tmr ?
1239,0,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end !
1240,0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,hope great new semester wish best made greatness
1241,0,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,oh yes speak txt ! hmm get email ?
1242,0,"I want to show you the world, princess :) how about europe?",want show world princess : europe ?
1243,0,Nobody can decide where to eat and dad wants Chinese,nobody decide eat dad wants chinese
1244,0,No shoot me. I'm in the docs waiting room. :/,shoot docs waiting room : /
1245,0,Now? I'm going out 4 dinner soon..,? going dinner soon
1246,0,Hello which the site to download songs its urgent pls,hello site download songs urgent pls
1247,0,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",know mean king havin credit ! goin2bed night night sweet ! only1more sleep !
1248,0,Horrible gal. Me in sch doing some stuff. How come u got mc?,horrible gal sch stuff come got mc ?
1249,0,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",hi hun ! im comin 2nite - tell every1 im sorry hope ava goodtime ! oli rang melnite ifink mite sorted il explain everythin mon l8rs
1250,0,"I call you later, don't have network. If urgnt, sms me.",call later network urgnt sms
1251,0,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
1252,1,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call 08712402779 immediately urgent message waiting
1253,0,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goes like friends imma flip shit like half hour
1254,0,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,mum say wan go go shun bian watch da glass exhibition
1255,0,What your plan for pongal?,plan pongal ?
1256,0,Just wait till end of march when el nino gets himself. Oh.,wait till end march el nino gets oh
1257,0,"Not yet chikku..going to room nw, i'm in bus..",yet chikku going room nw bus
1258,0,Am also doing in cbe only. But have to pay.,also cbe pay
1259,0,Honey boo I'm missing u.,honey boo missing
1260,0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",sent jd customer service cum accounts executive mail id details contact us
1261,0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo parents' gettin cash good news : picked downstem
1262,0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",thank much skyped wit kz sura didnt get pleasure company hope good we've given ultimatum oh ! countin aburo enjoy !
1263,1,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",hungry gay guys feeling hungry call 08718730555 10p/min stop texts call 08712460324 10p/min
1264,0,Ok. No wahala. Just remember that a friend in need ...,ok wahala remember friend need
1265,0,I will see in half an hour,see half hour
1266,0,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",im inperialmusic listening2the weirdest track ever byleafcutter john - sounds like insects molested&someone plumbing remixed evil men acid !
1267,0,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",hey sorry didntgive ya bellearlier hunny bedbut mite go thepub l8tr uwana mt ? loads luv jenxxx
1268,0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact words right
1269,1,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,get phone ? wanna chat set meet call 09096102316 cum 2moro luv jane xx calls £ 1/minmoremobsemspobox45po139wa
1270,0,"Tee hee. Off to lecture, cheery bye bye.",tee hee lecture cheery bye bye
1271,0,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",sorry chikku cell got problem thts nt able reply msg
1272,0,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collected dough pls let know go place sent get control number
1273,0,Ok...,ok
1274,1,network operator. The service is free. For T & C's visit 80488.biz,network operator service free & c's visit 80488 biz
1275,0,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,let know contact i've settled room lets know ok
1276,0,Wot u up 2 u weirdo?,wot weirdo ?
1277,0,Can do lor...,lor
1278,0,Dont put your phone on silent mode ok,dont put phone silent mode ok
1279,0,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,meet ü 5 depends ü wan lor
1280,0,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,waiting tv show start lor leh still busy report ?
1281,0,Oh ho. Is this the first time u use these type of words,oh ho first time use type words
1282,0,Am I the only one who doesn't stalk profiles?,one stalk profiles ?
1283,0,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt","ever green quote ever told jerry cartoon ""a person irritates always one loves vry much fails express ! ! ! : - : - gud nyt"
1284,0,Yes i thought so. Thanks.,yes thought thanks
1285,0,But if she.s drinkin i'm ok.,drinkin ok
1286,0,"Just wondering, the others just took off",wondering others took
1287,0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng
1288,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",dog ? must always wait till end day word ? run time cell already ?
1289,0,Happy new year to u too!,happy new year !
1290,0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",hey great deal farm tour 9am 5pm $ 95/pax $ 50 deposit 16 may
1291,0,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,eat jap done oso aft lect wat ü got lect 12 rite
1292,0,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",hey babe ! saw came online second disappeared happened ?
1293,0,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes
1294,0,Happy birthday... May all ur dreams come true...,happy birthday may dreams come true
1295,0,Aiyah u did ok already lar. E nydc at wheellock?,aiyah ok already lar nydc wheellock ?
1296,0,TELL HER I SAID EAT SHIT.,tell said eat shit
1297,0,Sure! I am driving but will reach my destination soon.,sure ! driving reach destination soon
1298,0,"K so am I, how much for an 8th? Fifty?",much 8th ? fifty ?
1299,0,Your daily text from me – a favour this time,daily text – favour time
1300,0,Great to hear you are settling well. So what's happenin wit ola?,great hear settling well what's happenin wit ola ?
1301,0,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one
1302,0,I tot u reach liao. He said t-shirt.,tot reach liao said - shirt
1303,0,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",fran decided go way im completely broke knackered got bout 3 2mrw love janx dads fone - credit
1304,0,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
1305,0,Your right! I'll make the appointment right now.,right ! i'll make appointment right
1306,0,Designation is software developer and may be she get chennai:),designation software developer may get chennai :
1307,1,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy jamster videosound gold club credits new videosounds+2 logos+musicnews ! get fun jamster co uk ! 16+only help ? call : 09701213186
1308,1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",get 3 lions england tone reply lionm mono lionp poly go www ringtones co uk original best tones 3gbp network operator rates apply
1309,0,I jokin oni lar.. Ü busy then i wun disturb ü.,jokin oni lar ü busy wun disturb ü
1310,0,"Ok, be careful ! Don't text and drive !",ok careful ! text drive !
1311,0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",always even spirit get bb soon trying sure need
1312,0,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,much close heart go away shattered plz stay
1313,0,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,love babe ! sure everything alrite idiot ? txt bak girlie
1314,0,How abt making some of the pics bigger?,abt making pics bigger ?
1315,0,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got got colours lor one colour quite light darker lor actually done styling hair
1316,0,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",whenevr sad whenevr gray remembr im listn watevr wanna say jus walk wid little &amp ; promise i'll bring back smile : -
1317,0,Why nothing. Ok anyway give me treat,nothing ok anyway give treat
1318,1,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win newest “harry potter order phoenix book 5 reply harry answer 5 questions - chance first among readers !
1319,0,Ok...,ok
1320,0,Correct. So how was work today,correct work today
1321,0,"Just sent again. Do you scream and moan in bed, princess?",sent scream moan bed princess ?
1322,0,"I wake up long ago already... Dunno, what other thing?",wake long ago already dunno thing ?
1323,0,Oh just getting even with u.... u?,oh getting even ?
1324,0,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,thk 50 shd ok said plus minus 10 ü leave line paragraphs ?
1325,0,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,call plz number shows coveragd area urgnt call vasai &amp ; reach 4'o clock call plz
1326,0,Yeah jay's sort of a fucking retard,yeah jay's sort fucking retard
1327,0,"Sorry, was in the bathroom, sup",sorry bathroom sup
1328,1,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,balance £ 500 next question : sang 'uptown girl' 80's ? answer txt answer 83600 good luck !
1329,0,My exam is for february 4. Wish you a great day.,exam february wish great day
1330,0,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,dont know come ask questions like dont mistake
1331,0,"Aight no rush, I'll ask jay",aight rush i'll ask jay
1332,0,Good Morning plz call me sir,good morning plz call sir
1333,0,It's ok lar. U sleep early too... Nite...,ok lar sleep early nite
1334,0,"Oh... Icic... K lor, den meet other day...",oh icic lor den meet day
1335,0,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",oh ! half hour much longer syria canada eh ? wow must get much work done day us extra time ! *grins*
1336,0,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",sometimes put walls around hearts safe getting hurt find cares enough break walls &amp ; get closer goodnoon :
1337,0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go 4u meet carlos gauge patty's interest
1338,0,Then she buying today? Ü no need to c meh...,buying today ? ü need meh
1339,0,Aight sorry I take ten years to shower. What's the plan?,aight sorry take ten years shower what's plan ?
1340,0,Every monday..nxt week vl be completing..,every monday nxt week vl completing
1341,0,Might ax well im there.,might ax well im
1342,0,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,chill another 6hrs could sleep pain surgical emergency see unfolds okay
1343,0,Yeah I'll try to scrounge something up,yeah i'll try scrounge something
1344,0,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,crazy ar he's married ü like gd looking guys frens like say he's korean leona's fave dun thk aft thinking mayb prob i'll go
1345,0,Were somewhere on Fredericksburg,somewhere fredericksburg
1346,0,Que pases un buen tiempo or something like that,que pases un buen tiempo something like
1347,0,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,ok stay night ? xavier sleeping bag getting tired
1348,0,She doesnt need any test.,doesnt need test
1349,0,"Nothing much, chillin at home. Any super bowl plan?",nothing much chillin home super bowl plan ?
1350,1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",free2day sexy st george's day pic jordan ! txt pic 89080 dont miss every wk saucy celeb ! pics pocketbabe co uk 0870241182716 £ 3/wk
1351,0,Bugis oso near wat... ,bugis oso near wat
1352,0,Yo theres no class tmrw right?,yo theres class tmrw right ?
1353,0,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,let heart compass mind map soul guide never loose world gnun - sent via way2sms com
1354,0,"Goodnight, sleep well da please take care pa. Please.",goodnight sleep well da please take care pa please
1355,0,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,baaaaabe ! misss youuuuu ! ? go teach class 5
1356,0,Convey my regards to him,convey regards
1357,0,U ned to convince him tht its not possible witot hurting his feeling its the main,ned convince tht possible witot hurting feeling main
1358,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",good afternoon loverboy ! goes day ? luck come way ? think sweetie send love across sea make smile happy
1359,0,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,start sending blackberry torch nigeria find buyer ? like 4a month tell dad buy bb anyone oh
1360,0,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",&lt ; #&gt ; %of pple marry lovers becz hav gud undrstndng dat avoids problems sent dis wil get gud news friday person like tomorrow best day life dont break chain break suffer send &lt ; #&gt ; frnds &lt ; #&gt ; mins whn read
1361,0,Yo dude guess who just got arrested the other day,yo dude guess got arrested day
1362,0,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,shuhui say change suntec steamboat ? noe ? ?
1363,0,What does the dance river do?,dance river ?
1364,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",yetunde sorry moji seem busy able go shopping please find way get wanted us get please forgive reply free via yahoo messenger
1365,0,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,hey really pretty late want go lesson first ? join reaching tp mrt
1366,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870
1367,0,Bbq this sat at mine from 6ish. Ur welcome 2 come,bbq sat mine 6ish welcome come
1368,0,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",know thing that's wrong everyso often panicks starts goin bout bein good enough …
1369,0,Alright. I'm out--have a good night!,alright - - good night !
1370,0,Did you try making another butt.,try making another butt
1371,0,Hope you are feeling great. Pls fill me in. Abiola,hope feeling great pls fill abiola
1372,0,I though we shd go out n have some fun so bar in town or something – sound ok?,though shd go fun bar town something – sound ok ?
1373,0,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1 go write msg put dictionary mode 3 cover screen hand press &lt ; #&gt ; 5 gently remove hand interesting :
1374,1,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",bears pic nick tom pete dick fact types try gay chat photo upload call 08718730666 10p/min stop texts call 08712460324
1375,1,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",500 new mobiles 2004 must go ! txt : nokia : 89545 & collect today ! £ 1 www - tc biz 2optout 087187262701 50gbp/mtmsg18 txtauction
1376,0,We're finally ready fyi,we're finally ready fyi
1377,0,Auntie huai juan never pick up her phone,auntie huai juan never pick phone
1378,1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins & double txt & 1/2 price linerental latest orange bluetooth mobiles call mobileupd8 latest offers 08000839402 call2optout/lf56
1379,0,"Ya tel, wats ur problem..",ya tel wats problem
1380,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1 nokia tone mob every week ! txt nok 87021 1st tone free ! get txtin tell friends 150p/tone 16 reply hl 4info
1381,0,i dnt wnt to tlk wid u,dnt wnt tlk wid
1382,0,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!","spend days waiting ideal path appear front us forget ""paths made walking waiting "" goodnight !"
1383,0,Its ok my arm is feeling weak cuz i got a shot so we can go another time,ok arm feeling weak cuz got shot go another time
1384,0,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
1385,0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@","storming msg : wen lift phne say ""hello"" knw wt real meaning hello ? ? name girl ! yes knw dat girl ? ? ""margaret hello"" girlfrnd grahmbell invnted telphone moral : one 4get name person bt girlfrnd @"
1386,0,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,that's ok popped ask bout something said around tonght wen girl comes ?
1387,0,All e best 4 ur exam later.,best exam later
1388,0,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,hope head hurt much ! ploughing way pile ironing ! staying chinky tonight come round like
1389,0,Oh k.i think most of wi and nz players unsold.,oh think wi nz players unsold
1390,0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",haha got fast lose weight thk muz go month den got effect gee later go aust put bk weight
1391,0,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",wonder got online love ? gone net cafe ? get phone recharged ? friends net ? think boytoy
1392,0,"Haha just kidding, papa needs drugs",haha kidding papa needs drugs
1393,0,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",thk shld ya wana go lessons haha go one whole stretch
1394,0,Oh ok..,oh ok
1395,0,R we still meeting 4 dinner tonight?,still meeting dinner tonight ?
1396,0,Thats cool! I am a gentleman and will treat you with dignity and respect.,thats cool ! gentleman treat dignity respect
1397,0,Shall i start from hear.,shall start hear
1398,0,Then we wait 4 u lor... No need 2 feel bad lar...,wait lor need feel bad lar
1399,0,No did you check? I got his detailed message now,check ? got detailed message
1400,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibank com enter urn &lt ; #&gt ; confirm beware frauds share disclose urn anyone
1401,0,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",decided people care stuff vote caring stuff losers
1402,0,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,kaiez enjoy tuition gee thk second option sounds beta i'll go yan jiu den msg
1403,0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibank com enter urn &lt ; #&gt ; confirm beware frauds share disclose urn anyone
1404,0,cool. We will have fun practicing making babies!,cool fun practicing making babies !
1405,0,Actually getting ready to leave the house.,actually getting ready leave house
1406,0,K..k..any special today?,special today ?
1407,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",urgent important information o2 user today lucky day ! find log onto http : //www urawinner com fantastic surprise awaiting
1408,0,Then we gotta do it after that,gotta
1409,0,"I've got ten bucks, jay is being noncomittal",i've got ten bucks jay noncomittal
1410,0,Where at were hungry too,hungry
1411,0,Pls speak to that customer machan.,pls speak customer machan
1412,0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think dreams come true goodnite &amp ; sweet dreams
1413,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen lovable bcums angry wid dnt take seriously coz angry childish true way showing deep affection care luv ! kettoda manda nice day da
1414,1,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,dear u've invited xchat final attempt contact ! txt chat 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18 yrs
1415,0,So wats ur opinion abt him and how abt is character?,wats opinion abt abt character ?
1416,0,Jay is snickering and tells me that x is totally fucking up the chords as we speak,jay snickering tells totally fucking chords speak
1417,0,No..few hours before.went to hair cut .,hours went hair cut
1418,0,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,wonder cos dun rem seeing silver car thk saw black one
1419,0,Lmao. Take a pic and send it to me.,lmao take pic send
1420,0,Speak only when you feel your words are better than the silence... Gud mrng:-),speak feel words better silence gud mrng : -
1421,0,No. She's currently in scotland for that.,currently scotland
1422,0,Do you work all this week ?,work week ?
1423,1,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,congratulations awarded either £ 500 cd gift vouchers & free entry £ 100 weekly draw txt music 87066 tncs www ldew com 1 win150ppmx3age16
1424,0,Lol great now im getting hungry.,lol great im getting hungry
1425,0,Yes.. now only saw your message..,yes saw message
1426,0,I'll be at mu in like  &lt;#&gt;  seconds,i'll mu like &lt ; #&gt ; seconds
1427,0,Ok...,ok
